level,num,matter_type,density,hf,mbpt,cc,time
5, 66, 1, 0.10000000000000001, 10.645938054469767, 10.645938054469767, 10.645938054469767+ 0.00000, 28.068079832999999
6, 66, 1, 0.10000000000000001, 10.645938054469767, 10.428576265219732, 10.468188934584733+ -0.00577, 37.724679053999999
7, 66, 1, 0.10000000000000001, 10.645938054469767, 10.099051381656189, 10.207144154205768+ -0.02282, 52.762079032999999
8, 66, 1, 0.10000000000000001, 10.645938054469767, 10.021661645219563, 10.144115601422303+ -0.02822, 62.688263847000002
9, 66, 1, 0.10000000000000001, 10.645938022584659, 9.8579954663618832, 10.014410613399834+ -0.03758, 98.307156350000000
10, 66, 1, 0.10000000000000001, 10.645937993531856, 9.7807325030672949, 9.9539615166451547+ -0.04304, 138.94354371800000
11, 66, 1, 0.10000000000000001, 10.645938001152862, 9.7435165106610686, 9.9238322241209040+ -0.04682, 191.28374743500001
12, 66, 1, 0.10000000000000001, 10.645938040799512, 9.7360662305405086, 9.9176450887540355+ -0.04761, 212.78671240099999
13, 66, 1, 0.10000000000000001, 10.645937996096647, 9.7234475567503171, 9.9073256909221499+ -0.04883, 275.84967858800002
14, 66, 1, 0.10000000000000001, 10.645937981897525, 9.7103429974757542, 9.8964031234118757+ -0.05027, 451.07477997199999
15, 66, 1, 0.10000000000000001, 10.645938083807820, 9.7101359565980303, 9.8962176602868848+ -0.05032, 550.14792455099996
16, 66, 1, 0.10000000000000001, 10.645938046902840, 9.7088797824555879, 9.8950686518221040+ -0.05053, 692.32379471100001
17, 66, 1, 0.10000000000000001, 10.645938055470626, 9.7084894413159812, 9.8947122195894686+ -0.05061, 896.26016777300003
18, 66, 1, 0.10000000000000001, 10.645937967782015, 9.7084485201093944, 9.8946598087278002+ -0.05064, 1059.0057684290000
19, 66, 1, 0.10000000000000001, 10.645938059807461, 9.7084421603735755, 9.8946488808176323+ -0.05065, 1188.4452568360000
20, 66, 1, 0.10000000000000001, 10.645938055113655, 9.7084328543302618, 9.8946279354426157+ -0.05066, 1630.3341296040001
21, 66, 1, 0.10000000000000001, 10.645937984898216, 9.7084310385198656, 9.8946236014799567+ -0.05067, 1830.3816209370000
22, 66, 1, 0.10000000000000001, 10.645938054593806, 9.7084311034713782, 9.8946232646543706+ -0.05067, 2072.7307027440002
23, 66, 1, 0.10000000000000001, 10.645938081757336, 9.7084311264003897, 9.8946227230308761+ -0.05067, 2292.7582791400000
24, 66, 1, 0.10000000000000001, 10.645938081702012, 9.7084311244392083, 9.8946222401634234+ -0.05067, 3102.9177541559998
25, 66, 1, 0.10000000000000001, 10.645938070782449, 9.7084311133171006, 9.8946221838833122+ -0.05067, 3559.7151641209998
26, 66, 1, 0.10000000000000001, 10.645938099754828, 9.7084311430385526, 9.8946221816462590+ -0.05067, 5098.9085069929997
27, 66, 1, 0.10000000000000001, 10.645938093131845, 9.7084311361799465, 9.8946221616307906+ -0.05067, 5530.8920244320902
