level,num,matter_type,density,hf,mbpt,cc,time
5, 66, 1, 0.17999999999999999, 19.058959496483695, 19.058959496483695, 19.058959496483695+ 0.00000, 29.171936808000002
6, 66, 1, 0.17999999999999999, 19.058959496483695, 18.769832989926631, 18.810482363673451+ -0.00884, 36.531625095000003
7, 66, 1, 0.17999999999999999, 19.058959496483695, 18.427744286761587, 18.514119988661690+ -0.03175, 52.221465930999997
8, 66, 1, 0.17999999999999999, 19.058959496483695, 18.400731147196609, 18.489734784378687+ -0.03582, 64.563228000999999
9, 66, 1, 0.17999999999999999, 19.058959496483695, 18.350817575069158, 18.446888865403817+ -0.04050, 100.53789139400000
10, 66, 1, 0.17999999999999999, 19.058959496483695, 18.342388200399892, 18.439207650457188+ -0.04222, 138.20270122599999
11, 66, 1, 0.17999999999999999, 19.058959496483695, 18.340779146937265, 18.437509380954790+ -0.04305, 219.15212700399999
12, 66, 1, 0.17999999999999999, 19.058959496483695, 18.340653175120224, 18.437350034172901+ -0.04317, 216.65384531000001
13, 66, 1, 0.17999999999999999, 19.058959496483695, 18.340451556984394, 18.437061022316758+ -0.04330, 276.41113000000001
14, 66, 1, 0.17999999999999999, 19.058959496483695, 18.340325220071215, 18.436852182975581+ -0.04339, 450.61652778799998
15, 66, 1, 0.17999999999999999, 19.058959496483695, 18.340325220002423, 18.436850942003346+ -0.04339, 506.89364389899998
16, 66, 1, 0.17999999999999999, 19.058959496483695, 18.340325207708929, 18.436841837963648+ -0.04339, 688.98307806699995
17, 66, 1, 0.17999999999999999, 19.058959496483695, 18.340325204873725, 18.436839472084028+ -0.04339, 908.82119151400002
18, 66, 1, 0.17999999999999999, 19.058959496483695, 18.340325204872212, 18.436839266503416+ -0.04339, 1037.5682098259999
19, 66, 1, 0.17999999999999999, 19.058959496483695, 18.340325204872212, 18.436839233255331+ -0.04339, 1214.4960230409999
20, 66, 1, 0.17999999999999999, 19.058959496483695, 18.340325204868900, 18.436839115175722+ -0.04339, 1844.2541897389999
21, 66, 1, 0.17999999999999999, 19.058959496483695, 18.340325204868904, 18.436839093575088+ -0.04339, 1866.8635435110000
22, 66, 1, 0.17999999999999999, 19.058959496483695, 18.340325204868904, 18.436839095612363+ -0.04339, 2074.3185742840001
23, 66, 1, 0.17999999999999999, 19.058959496483695, 18.340325204868908, 18.436839093669871+ -0.04339, 2288.2915158559999
24, 66, 1, 0.17999999999999999, 19.058959496483695, 18.340325204868908, 18.436839095364807+ -0.04339, 3084.0488717469998
25, 66, 1, 0.17999999999999999, 19.058959496483695, 18.340325204868911, 18.436839096105530+ -0.04339, 3652.6731903519999
26, 66, 1, 0.17999999999999999, 19.058959496483695, 18.340325204868915, 18.436839094214786+ -0.04339, 4586.8281548690002
27, 66, 1, 0.17999999999999999, 19.058959496483695, 18.340325204868915, 18.436839093860879+ -0.04339, 5350.7379282120000
