states,particles,matter_type,density,hf,mbpt,cc,time
6, 66, 1, 0.10000000000000001, 10.645938054469768, 10.371613749120790, 10.411991702811433 , 1.6064010000000000
7, 66, 1, 0.10000000000000001, 10.645938054469777, 9.9565618376206491, 10.05912561347423, 4.7222470000000003
8, 66, 1, 0.10000000000000001, 10.645938054469779, 9.8621321819250749, 9.975515923023131 , 6.4294700000000002
27, 66, 1, 0.10000000000000001, 10.645938093131845, 9.4879393167057522, 9.65089668553802, 2535.3207739999998
