states,particles,matter_type,density,hf,mbpt,cc,time
6, 66, 1, 0.17999999999999999, 19.058959496483723, 18.702105803915455, 18.74261767079154, 1.5824370000000001
7, 66, 1, 0.17999999999999999, 19.058959496483691, 18.282266540549060, 18.357099297254486 , 4.5460039999999999
8, 66, 1, 0.17999999999999999, 19.058959496483684, 18.250839290619318, 18.324645434062955  , 6.5637449999999999
27, 66, 1, 0.17999999999999999, 19.058959496483698, 18.182118209461912, 18.25804373163472 , 2360.8118530000002
