level,num,matter_type,density,hf,mbpt,cc,time
5, 66, 1, 0.12000000000000000, 12.430302626237937, 12.430302626237937, 12.430302626237937+ 0.00000, 28.476143879999999
6, 66, 1, 0.12000000000000000, 12.430302626237937, 12.175593334574824, 12.220966484686388+ -0.00691, 36.197168886999997
7, 66, 1, 0.12000000000000000, 12.430302626237937, 11.802111493800226, 11.917033170235918+ -0.02778, 52.030716271000003
8, 66, 1, 0.12000000000000000, 12.430302626237937, 11.731518658572110, 11.857719866069784+ -0.03364, 61.903972414000002
9, 66, 1, 0.12000000000000000, 12.430302718296241, 11.593288452100289, 11.744906012738937+ -0.04275, 101.96267585400000
10, 66, 1, 0.12000000000000000, 12.430302800873241, 11.539250590826128, 11.700850176501895+ -0.04742, 141.36313273100001
11, 66, 1, 0.12000000000000000, 12.430302779134406, 11.518434320310623, 11.682913320386371+ -0.05037, 196.50681647100001
12, 66, 1, 0.12000000000000000, 12.430302665620422, 11.514783668614308, 11.679669818413291+ -0.05095, 216.06201696100001
13, 66, 1, 0.12000000000000000, 12.430302796627229, 11.509666793960237, 11.675113160070286+ -0.05173, 279.65043288200002
14, 66, 1, 0.12000000000000000, 12.430302836732258, 11.505050600225276, 11.670926001987677+ -0.05254, 455.10288308600002
15, 66, 1, 0.12000000000000000, 12.430302532618901, 11.505029727305038, 11.670899056462575+ -0.05257, 480.56109641500001
16, 66, 1, 0.12000000000000000, 12.430302648518683, 11.504848886235898, 11.670671684394520+ -0.05265, 811.40376859399998
17, 66, 1, 0.12000000000000000, 12.430302616252140, 11.504794985422919, 11.670601353628230+ -0.05267, 915.84805557699997
18, 66, 1, 0.12000000000000000, 12.430302876655846, 11.504793036047571, 11.670593266510904+ -0.05268, 1043.0508762669999
19, 66, 1, 0.12000000000000000, 12.430302608467230, 11.504792639668246, 11.670590968610805+ -0.05268, 1202.5202291440000
20, 66, 1, 0.12000000000000000, 12.430302621918068, 11.504792293243984, 11.670586181768616+ -0.05269, 1870.6208569749999
21, 66, 1, 0.12000000000000000, 12.430302831636352, 11.504792478765687, 11.670585552020018+ -0.05269, 1856.9439217730001
22, 66, 1, 0.12000000000000000, 12.430302624040946, 11.504792273944522, 11.670585277695402+ -0.05269, 2091.7262741730001
23, 66, 1, 0.12000000000000000, 12.430302729463959, 11.504792377017589, 11.670585258451231+ -0.05269, 2291.9864123980001
24, 66, 1, 0.12000000000000000, 12.430302725562969, 11.504792372562216, 11.670585165100034+ -0.05269, 3125.8770679770000
25, 66, 1, 0.12000000000000000, 12.430302776631482, 11.504792423511079, 11.670585208535863+ -0.05269, 3788.8334400899998
26, 66, 1, 0.12000000000000000, 12.430302671508088, 11.504792319547365, 11.670585102583013+ -0.05269, 4570.1599652679997
27, 66, 1, 0.12000000000000000, 12.430302792698317, 11.504792438450785, 11.670585220941716+ -0.05269, 5377.9537753550003
