states,particles,matter_type,density,hf,mbpt,cc,time
6,66,1,0.16000000000000000,16.656529818030872,16.289428201597367,16.345076485203709,2.0253280000000000
7,66,1,0.16000000000000000,16.656529818030876,15.821249894142563,15.949468723965952,3.1952870000000000
8,66,1,0.16000000000000000,16.656529818030872,15.774125805856201,15.908543957296883,4.4700480000000002
27,66,1,0.16000000000000000,16.656529434048363,15.663798721274416,15.815826081042188,1752.0429690000001
