level,num,matter_type,density,hf,mbpt,cc,time
5, 66, 1, 0.12000000000000000, 12.430302626237932, 12.430302626237932, 12.430302626237932, 31.839660123000002
6, 66, 1, 0.12000000000000000, 12.430302626237932, 12.175593334574817, 12.220966484686496, 49.497005967000000
7, 66, 1, 0.12000000000000000, 12.430302626237932, 11.802111493800217, 11.917033170235582, 69.737082295999997
8, 66, 1, 0.12000000000000000, 12.430302626237932, 11.731518658572107, 11.857719866069443, 88.420026703999994
9, 66, 1, 0.12000000000000000, 12.430302718296245, 11.593288452100293, 11.744906012733095, 155.78665477700000
10, 66, 1, 0.12000000000000000, 12.430302800873241, 11.539250590826132, 11.700850176524582, 234.43493314099999
11, 66, 1, 0.12000000000000000, 12.430302779134408, 11.518434320310618, 11.682913320385952, 279.99861377299999
12, 66, 1, 0.12000000000000000, 12.430302665620419, 11.514783668614301, 11.679669818412265, 310.63349266600000
13, 66, 1, 0.12000000000000000, 12.430302796627229, 11.509666793960239, 11.675113160072332, 379.56214702099999
14, 66, 1, 0.12000000000000000, 12.430302836732263, 11.505050600225298, 11.670926001987906, 599.93200773000001
15, 66, 1, 0.12000000000000000, 12.430302532618887, 11.505029727305038, 11.670899056459376, 603.51667010400001
16, 66, 1, 0.12000000000000000, 12.430302648518685, 11.504848886235932, 11.670671684391918, 914.12363691099995
17, 66, 1, 0.12000000000000000, 12.430302616252140, 11.504794985422953, 11.670601353633936, 1164.7491694500000
18, 66, 1, 0.12000000000000000, 12.430302876655849, 11.504793036047644, 11.670593266504714, 1378.5123050790000
19, 66, 1, 0.12000000000000000, 12.430302608467221, 11.504792639668333, 11.670590968616754, 1609.9069209320000
20, 66, 1, 0.12000000000000000, 12.430302621918068, 11.504792293244064, 11.670586181771958, 2214.9807309670000
21, 66, 1, 0.12000000000000000, 12.430302831636352, 11.504792478765768, 11.670585552023171, 2522.3535652229998
22, 66, 1, 0.12000000000000000, 12.430302624040943, 11.504792273944600, 11.670585277676903, 2959.8912729799999
23, 66, 1, 0.12000000000000000, 12.430302729463961, 11.504792377017669, 11.670585258438081, 3188.1284731209998
24, 66, 1, 0.12000000000000000, 12.430302725562965, 11.504792372562292, 11.670585165116185, 4479.3224947400004
25, 66, 1, 0.12000000000000000, 12.430302776631484, 11.504792423511152, 11.670585208538705, 5059.4891648120001
26, 66, 1, 0.12000000000000000, 12.430302671508082, 11.504792319547429, 11.670585102574483, 6920.5087545870001
27, 66, 1, 0.12000000000000000, 12.430302792698319, 11.504792438450853, 11.670585220964574, 8140.9253432030000
