level,num,matter_type,density,hf,mbpt,cc,time
5, 66, 1, 0.16000000000000000, 16.656529818030897, 16.656529818030897, 16.656529818030897, 32.900331508000001
6, 66, 1, 0.16000000000000000, 16.656529818030897, 16.363790795344674, 16.408587972927783, 44.122358067000000
7, 66, 1, 0.16000000000000000, 16.656529818030897, 15.986504640069249, 16.086667069193233, 69.856946831000002
8, 66, 1, 0.16000000000000000, 16.656529818030897, 15.946329262769620, 16.051133935457624, 109.98523249100000
9, 66, 1, 0.16000000000000000, 16.656529739449134, 15.873071950636534, 15.989009145414384, 144.45809207200000
10, 66, 1, 0.16000000000000000, 16.656529670967924, 15.856186155874951, 15.974222478637799, 196.07896658300001
11, 66, 1, 0.16000000000000000, 16.656529689217354, 15.852030582848641, 15.970192757481138, 305.13404309600003
12, 66, 1, 0.16000000000000000, 16.656529784591054, 15.851545363314258, 15.969683034210099, 308.16960887200003
13, 66, 1, 0.16000000000000000, 16.656529670049007, 15.850896647202779, 15.968950193708579, 412.62555896399999
14, 66, 1, 0.16000000000000000, 16.656529637207043, 15.850421759758026, 15.968390931197533, 659.00065683800005
15, 66, 1, 0.16000000000000000, 16.656529910725258, 15.850422013671722, 15.968388949868988, 815.95671404699999
16, 66, 1, 0.16000000000000000, 16.656529798620294, 15.850421309939833, 15.968369613607861, 1197.0825280879999
17, 66, 1, 0.16000000000000000, 16.656529836656599, 15.850421177542268, 15.968363650923989, 1349.2049436380000
18, 66, 1, 0.16000000000000000, 16.656529604361012, 15.850420950025141, 15.968362738325126, 1596.1679326730000
19, 66, 1, 0.16000000000000000, 16.656529836604207, 15.850421176840021, 15.968362808724478, 2056.2376216809998
20, 66, 1, 0.16000000000000000, 16.656529825187757, 15.850421165363121, 15.968362342937994, 2347.1354792729999
21, 66, 1, 0.16000000000000000, 16.656529636443700, 15.850420980342124, 15.968362084915340, 2671.6110990440002
22, 66, 1, 0.16000000000000000, 16.656529822514198, 15.850421163146599, 15.968362268251411, 3554.4707689769998
23, 66, 1, 0.16000000000000000, 16.656529569808381, 15.850420916543634, 15.968362017933524, 4153.2505871730000
24, 66, 1, 0.16000000000000000, 16.656529586594335, 15.850420933609044, 15.968362035571683, 4714.7066388789999
25, 66, 1, 0.16000000000000000, 16.656529516149885, 15.850420864277680, 15.968361963624981, 4687.2456558419999
26, 66, 1, 0.16000000000000000, 16.656529632456586, 15.850420977965124, 15.968362079377647, 6558.1464660530000
27, 66, 1, 0.16000000000000000, 16.656529434048387, 15.850420784335219, 15.968361882915801, 7846.7110280950001
