level,num,matter_type,density,hf,mbpt,cc,time
5, 66, 1, 0.14000000000000001, 14.438489837741118, 14.438489837741118, 14.438489837741118, 27.285648888000001
6, 66, 1, 0.14000000000000001, 14.438489837741118, 14.156969319934598, 14.203876898249872, 37.348408562000003
7, 66, 1, 0.14000000000000001, 14.438489837741118, 13.766735437888038, 13.877863802118251, 61.827325320000000
8, 66, 1, 0.14000000000000001, 14.438489837741118, 13.710580101244739, 13.829354689143370, 73.355787914000004
9, 66, 1, 0.14000000000000001, 14.438489961280883, 13.606430491490308, 13.742406249725715, 119.28041312700000
10, 66, 1, 0.14000000000000001, 14.438490070471317, 13.574303268859701, 13.715231604854097, 170.57210569200001
11, 66, 1, 0.14000000000000001, 14.438490041571207, 13.564387851475130, 13.706179779124435, 260.21448879399998
12, 66, 1, 0.14000000000000001, 14.438489890455360, 13.562902005178813, 13.704763483749444, 292.07839571800002
13, 66, 1, 0.14000000000000001, 14.438490068499446, 13.561028668659274, 13.702921779110417, 385.68086363300000
14, 66, 1, 0.14000000000000001, 14.438490121204024, 13.559514311255397, 13.701408490365685, 570.21702780600003
15, 66, 1, 0.14000000000000001, 14.438489701626382, 13.559513068483762, 13.701403260711942, 600.19355813499999
16, 66, 1, 0.14000000000000001, 14.438489868005346, 13.559498859337571, 13.701353547898096, 901.74939767399997
17, 66, 1, 0.14000000000000001, 14.438489816042891, 13.559494439011312, 13.701336561430354, 1156.9827883779999
18, 66, 1, 0.14000000000000001, 14.438490173774431, 13.559494731943984, 13.701334729883952, 1392.1174287350000
19, 66, 1, 0.14000000000000001, 14.438489811104429, 13.559494377543622, 13.701333779595213, 1705.9802947650001
20, 66, 1, 0.14000000000000001, 14.438489829088825, 13.559494377459970, 13.701332273573870, 2162.8987703439998
21, 66, 1, 0.14000000000000001, 14.438490118560258, 13.559494660864138, 13.701332313548765, 2633.3855425020001
22, 66, 1, 0.14000000000000001, 14.438489832648349, 13.559494379910184, 13.701332027635177, 2956.6275883160001
23, 66, 1, 0.14000000000000001, 14.438489978710470, 13.559494522712937, 13.701332151901905, 3444.3418414379998
24, 66, 1, 0.14000000000000001, 14.438489962359679, 13.559494505724606, 13.701332118693854, 4732.4697379910003
25, 66, 1, 0.14000000000000001, 14.438490038819340, 13.559494581293121, 13.701332195869867, 5440.7736846179996
26, 66, 1, 0.14000000000000001, 14.438489893586283, 13.559494438722828, 13.701332051069715, 13143.779233851999
27, 66, 1, 0.14000000000000001, 14.438490064984883, 13.559494606408437, 13.701332220294166, 8178.9147225099996
