states,particles,matter_type,density,hf,mbpt,cc,time
6, 66, 1, 0.14000000000000001, 14.438489837778803, 14.080874525391964, 14.138975353436946, 1.9701160000000000
7, 66, 1, 0.14000000000000001, 14.438489837778805, 13.590898899688030, 13.732333372807151, 3.1045739999999999
8, 66, 1, 0.14000000000000001, 14.438489837778805, 13.524181852900075, 13.675650883012187, 3.9179800000000000
27, 66, 1, 0.14000000000000001, 14.438490065022590, 13.348256907267942, 13.530196835141721, 1805.3293980000001
